id,modelid,position,rotation,scale,size,systemid
1,1,(-20.16,-161,1000),(0,176,0),(210,210,210),0.800000011920929,131020000
2,2,(-28,-161,1000),(0,176,0),(218,218,218),0.800000011920929,131020000
3,3,(-9.47,-161,1000),(0,175.66,0),(215,215,215),0.800000011920929,131020000
4,4,(-8.6,-161,1000),(0,176.66,0),(215,215,215),0.800000011920929,131020000
5,5,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.800000011920929,131020000
6,6,(-27.8,-161,1000),(0,175.66,0),(205,205,205),0.800000011920929,131020000
7,7,(-21,-161,1000),(0,177.66,0),(215,215,215),0.800000011920929,131020000
8,8,(-21,-161,1000),(0,177.66,0),(210,210,210),0.5,131020000
9,9,(-21,-161,1000),(0,177.66,0),(200,200,200),0.5,131020000
10,10,(-8.6,-161,1000),(0,176.66,0),(215,215,215),0.800000011920929,131020000
11,11,(-27,-161,1000),(0,176.66,0),(215,215,215),0.800000011920929,131020000
12,12,(-29,-228.3,1000),(0,176.66,0),(200,200,200),0.800000011920929,131020000
13,1,(18,-141,1500),(0,176,0),(160,160,160),0.699999988079071,180000000
14,2,(3.7,-145,1500),(0,176,0),(160,160,160),0.699999988079071,180000000
15,3,(10.2,-145,1500),(0,175.66,0),(160,160,160),0.699999988079071,180000000
16,4,(20,-141,1500),(0,176.66,0),(160,160,160),0.699999988079071,180000000
17,5,(25,-143,1500),(0,175.66,0),(160,160,160),0.699999988079071,180000000
18,6,(25,-143,1500),(0,175.66,0),(160,160,160),0.699999988079071,180000000
19,7,(-25,-143,1500),(0,175.66,0),(160,160,160),0.699999988079071,180000000
20,8,(-25,-143,1500),(0,175.66,0),(160,160,160),0.699999988079071,180000000
21,9,(-25,-143,1500),(0,175.66,0),(160,160,160),0.400000005960464,180000000
22,10,(20,-141,1500),(0,176.66,0),(160,160,160),0.699999988079071,180000000
23,11,(20,-141,1500),(0,176.66,0),(160,160,160),0.699999988079071,180000000
24,12,(20,-141,1500),(0,176.66,0),(160,160,160),0.699999988079071,180000000
25,1,(3.47,8.49,800),(0,176,0),(180,180,180),0.699999988079071,272000000
26,2,(-13.3,9.6,800),(0,176,0),(180,180,180),0.699999988079071,272000000
27,3,(-9.2,9.63,800),(0,175.66,0),(180,180,180),0.699999988079071,272000000
28,4,(9.79,9.94,800),(0,176.66,0),(180,180,180),0.699999988079071,272000000
29,5,(13.8,14,810),(0,175.66,0),(180,180,180),0.699999988079071,272000000
30,6,(13.8,14,810),(0,175.66,0),(180,180,180),0.699999988079071,272000000
31,7,(-13.8,14,810),(0,175.66,0),(180,180,180),0.699999988079071,272000000
32,8,(-13.8,14,810),(0,175.66,0),(180,180,180),0.699999988079071,272000000
33,9,(-13.8,14,810),(0,175.66,0),(180,180,180),0.400000005960464,272000000
34,10,(9.79,9.94,800),(0,176.66,0),(180,180,180),0.699999988079071,272000000
35,11,(9.79,9.94,800),(0,176.66,0),(180,180,180),0.699999988079071,272000000
36,12,(9.79,9.94,800),(0,176.66,0),(180,180,180),0.5,272000000
37,1,(1.98,-161,1000),(0,176,0),(200,200,200),0.699999988079071,110000000
38,2,(-28,-161,1000),(0,176,0),(200,200,200),0.699999988079071,110000000
39,3,(-27.12,-161,1000),(0,175.66,0),(200,200,200),0.699999988079071,110000000
40,4,(1.98,-161,1000),(0,176.66,0),(200,200,200),0.699999988079071,110000000
41,5,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.699999988079071,110000000
42,6,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.699999988079071,110000000
43,7,(-28,-161,1000),(0,176,0),(200,200,200),0.699999988079071,110000000
44,8,(-27.12,-161,1000),(0,175.66,0),(200,200,200),0.699999988079071,110000000
45,9,(-27.12,-161,1000),(0,175.66,0),(200,200,200),0.300000011920929,110000000
46,10,(1.98,-161,1000),(0,176.66,0),(200,200,200),0.699999988079071,110000000
47,11,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.699999988079071,110000000
48,12,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.5,110000000
49,1,(1.98,-161,1000),(0,176,0),(200,200,200),0.600000023841858,800000000
50,2,(-28,-161,1000),(0,176,0),(200,200,200),0.600000023841858,800000000
51,3,(-27.12,-161,1000),(0,175.66,0),(200,200,200),0.600000023841858,800000000
52,4,(1.98,-161,1000),(0,176.66,0),(200,200,200),0.600000023841858,800000000
53,5,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.600000023841858,800000000
54,6,(1.98,-161,1000),(0,175.66,0),(200,200,200),0.600000023841858,800000000
55,7,(-1.98,-161,1000),(0,175.66,0),(200,200,200),0.600000023841858,800000000
56,8,(-1.98,-161,1000),(0,175.66,0),(200,200,200),0.600000023841858,800000000
