id,effect,position,rotation,scale
1,ZUJI_emo,(0,0,0),(0,0,0),(1,1,1)
2,ZUJI_fanyin,(0,0,0),(0,0,0),(1,1,1)
3,ZUJI_huacao,(0,0,0),(0,0,0),(1,1,1)
4,ZUJI_hudie,(0,0,0),(0,0,0),(1,1,1)
5,ZUJI_huoyan,(0,0,0),(0,0,0),(1,1,1)
6,ZUJI_jian,(0,0,0),(0,0,0),(1,1,1)
7,ZUJI_jinbi,(0,0,0),(0,0,0),(1,1,1)
8,ZUJI_jinlong,(0,0,0),(0,0,0),(1,1,1)
9,ZUJI_maozhua,(0,0,0),(0,0,0),(1,1,1)
10,ZUJI_nangua,(0,0,0),(0,0,0),(1,1,1)
11,ZUJI_shandian,(0,0,0),(0,0,0),(1,1,1)
12,ZUJI_xingzuo,(0,0,0),(0,0,0),(1,1,1)
13,ZUJI_zuanshi,(0,0,0),(0,0,0),(1,1,1)
14,ZUJI_bagua,(0,0,0),(0,0,0),(1,1,1)
15,ZUJI_binglianhua,(0,0,0),(0,0,0),(1,1,1)
16,ZUJI_xukong,(0,0,0),(0,0,0),(1,1,1)
17,ZUJI_keji,(0,0,0),(0,0,0),(1,1,1)
18,ZUJI_longjuanfeng,(0,0,0),(0,0,0),(1,1,1)
19,ZUJI_emo_UI,(0,0,0),(0,0,0),(1,1,1)
20,ZUJI_fanyin_UI,(0,0,0),(0,0,0),(1,1,1)
21,ZUJI_huacao_UI,(0,0,0),(0,0,0),(1,1,1)
22,ZUJI_hudie_UI,(0,0,0),(0,0,0),(1,1,1)
23,ZUJI_huoyan_UI,(0,0,0),(0,0,0),(1,1,1)
24,ZUJI_jian_UI,(0,0,0),(0,0,0),(1,1,1)
25,ZUJI_jinbi_UI,(0,0,0),(0,0,0),(1,1,1)
26,ZUJI_jinlong_UI,(0,0,0),(0,0,0),(1,1,1)
27,ZUJI_maozhua_UI,(0,0,0),(0,0,0),(1,1,1)
28,ZUJI_nangua_UI,(0,0,0),(0,0,0),(1,1,1)
29,ZUJI_shandian_UI,(0,0,0),(0,0,0),(1,1,1)
30,ZUJI_xingzuo_UI,(0,0,0),(0,0,0),(1,1,1)
31,ZUJI_zuanshi_UI,(0,0,0),(0,0,0),(1,1,1)
32,ZUJI_bagua_UI,(0,0,0),(0,0,0),(1,1,1)
33,ZUJI_binglianhua_UI,(0,0,0),(0,0,0),(1,1,1)
34,ZUJI_xukong_UI,(0,0,0),(0,0,0),(1,1,1)
35,ZUJI_keji_UI,(0,0,0),(0,0,0),(1,1,1)
36,ZUJI_longjuanfeng_UI,(0,0,0),(0,0,0),(1,1,1)
