id,gmtoolid,classify,monsterid,maxnum,cityid,position,sceneposition
1,1,1,890101,5,10101,(5.0, -6.7, 35.8),(241,-6.7,122.8)
2,1,1,890101,5,10101,(11.8, -6.7, 47.8),(247.8,-6.7,134.8)
3,1,1,890101,5,10101,(4.4, -6.7, 55.0),(240.4,-6.7,142)
4,1,1,890101,5,10101,(-131.4, -2.2, -9.2),(104.6,-2.2,77.8)
5,1,1,890101,5,10101,(-98.6, -6.4, -7.1),(137.4,-6.4,79.9)
6,1,1,890101,5,10101,(-25.5, -6.7, 38.4),(210.5,-6.7,125.4)
7,1,1,890101,5,10101,(-33.5, -6.7, 9.9),(202.5,-6.7,96.9)
8,1,1,890101,5,10101,(-12.2, -6.7, -2.9),(223.8,-6.7,84.1)
9,1,1,890101,5,10101,(-1.9, -6.7, -3.3),(234.1,-6.7,83.7)
10,1,1,890101,5,10101,(19.2, -6.7, 13.6),(255.2,-6.7,100.6)
11,1,1,890101,5,10101,(6.8, -6.7, 18.7),(242.8,-6.7,105.7)
12,1,1,890101,5,10101,(-148.8, -2.2, 2.1),(87.2,-2.2,89.1)
13,1,1,890101,5,10101,(-9.0, -6.7, 22.2),(227,-6.7,109.2)
14,1,1,890101,5,10101,(8.1, -5.7, -35.5),(244.1,-5.7,51.5)
15,1,1,890101,5,10101,(2.0, -5.7, -46.7),(238,-5.7,40.3)
16,1,1,890101,5,10101,(-20.5, -5.7, -21.4),(215.5,-5.7,65.6)
17,1,1,890101,5,10101,(-95.3, -7.4, 55.5),(140.7,-7.4,142.5)
18,1,1,890101,5,10101,(-109.4, -9.6, 60.9),(126.6,-9.6,147.9)
19,1,1,890101,5,10101,(-149.8, -5.5, 54.9),(86.2,-5.5,141.9)
20,1,1,890101,5,10101,(-156.3, -5.4, 36.6),(79.7,-5.4,123.6)
21,1,1,890102,5,10101,(-18.2, -6.7, 48.7),(217.8,-6.7,135.7)
22,1,1,890102,5,10101,(-4.5, -6.7, 48.1),(231.5,-6.7,135.1)
23,1,1,890102,5,10101,(-48.1, -6.7, 9.3),(187.9,-6.7,96.3)
24,1,1,890102,5,10101,(-16.6, -6.7, 9.2),(219.4,-6.7,96.2)
25,1,1,890102,5,10101,(9.6, -6.7, -8.0),(245.6,-6.7,79)
26,1,1,890102,5,10101,(-1.3, -5.7, -22.1),(234.7,-5.7,64.9)
27,1,1,890102,5,10101,(-24.9, -5.7, -43.1),(211.1,-5.7,43.9)
28,1,1,890102,5,10101,(-76.6, -7.4, 9.8),(159.4,-7.4,96.8)
29,1,1,890102,5,10101,(-130.4, -5.5, 66.8),(105.6,-5.5,153.8)
30,1,1,890102,5,10101,(-114.7, -2.2, -9.9),(121.3,-2.2,77.1)
31,1,1,890102,5,10101,(17.9, -6.7, 0.2),(253.9,-6.7,87.2)
32,1,1,890102,5,10101,(-25.6, -6.7, 63.3),(210.4,-6.7,150.3)
33,1,1,890102,5,10101,(-13.4, -5.7, -44.7),(222.6,-5.7,42.3)
34,1,1,890102,5,10101,(-79.1, -7.4, 29.6),(156.9,-7.4,116.6)
35,1,1,890102,5,10101,(-166.6, -2.2, 10.1),(69.39999,-2.2,97.1)
36,1,3,880101,10,10102,(3.7, 1.8, 41.3),(103.7,1.8,127.3)
37,1,3,880101,10,10102,(15.3, 1.8, 18.2),(115.3,1.8,104.2)
38,1,3,880101,10,10102,(16.2, 1.8, 54.3),(116.2,1.8,140.3)
39,1,3,880101,10,10102,(3.5, 1.8, 18.2),(103.5,1.8,104.2)
40,1,3,880101,10,10102,(30.0, 1.8, 24.3),(130,1.8,110.3)
41,1,3,880101,10,10102,(4.3, 3.6, -4.5),(104.3,3.6,81.5)
42,1,3,880101,10,10102,(4.7, 3.6, -22.6),(104.7,3.6,63.4)
43,1,3,880101,10,10102,(28.4, 3.6, -31.0),(128.4,3.6,55)
44,1,3,880101,10,10102,(14.8, 3.6, -50.0),(114.8,3.6,36)
45,1,3,880201,10,10102,(-6.5, 3.6, -30.7),(93.5,3.6,55.3)
46,1,3,880201,10,10102,(5.2, 1.7, -64.0),(105.2,1.7,22)
47,1,3,880201,10,10102,(-4.9, 1.5, -53.0),(95.1,1.5,33)
48,1,3,880201,10,10102,(-11.3, 1.5, -41.9),(88.7,1.5,44.1)
49,1,3,880201,10,10102,(-49.7, 1.5, -46.7),(50.3,1.5,39.3)
50,1,3,880201,10,10102,(-84.2, 1.5, -40.6),(15.8,1.5,45.4)
51,1,3,880301,10,10102,(-63.6, 1.5, -39.8),(36.4,1.5,46.2)
52,1,3,880301,10,10102,(-55.4, 1.3, -31.0),(44.6,1.3,55)
53,1,3,880301,10,10102,(-66.0, 1.5, -59.8),(34,1.5,26.2)
54,1,3,880301,10,10102,(43.5, 2.0, -28.9),(143.5,2,57.1)
55,1,3,880301,10,10102,(-52.4, 1.5, -65.5),(47.6,1.5,20.5)
56,1,3,880102,7,10102,(-54.6, 1.3, -14.0),(45.4,1.3,72)
57,1,3,880102,7,10102,(15.3, 3.6, -4.5),(115.3,3.6,81.5)
58,1,3,880102,7,10102,(16.1, 1.8, 41.3),(116.1,1.8,127.3)
