id,professional,ride_modelid,fashion_typeid,ride_bone,fashion_bone,fashion_position,fashion_rotation,fashion_scale,ride_position,ride_rotation,ride_scale,pose,height,jump_height
1,1,1,0, Bip001/Bip001 Pelvis/Bip001 Spine/ride, ,(0.967,-0.225,0.007),(88.12799,-167,-77),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,1.6,0.23)
2,2,1,0, Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.06,-0.218,0),(88.274,-167,-77),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,1.53,0.19)
3,3,1,0, Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.041,-0.27,-0.07),(89.27202,-167,-77),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,1.6,0.23)
7,1,2,0,Bip001/Bip001 Pelvis/Bip001 Spine/jiguandakun_Bone049,,(0.628,-0.337,0.005),(86.99469,-129,-40.77),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3,(0,2.1,0.75)
8,2,2,0,Bip001/Bip001 Pelvis/Bip001 Spine/jiguandakun_Bone049,,(0.595,-0.198,0.042),(88.2,-129.1,-40.7),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3,(0,2.02,0.69)
9,3,2,0,Bip001/Bip001 Pelvis/Bip001 Spine/jiguandakun_Bone049,,(0.73,0.1,-0.04),(88.27469,-129,-40),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3,(0,2.03,0.43)
10,1,3,0,Bip001/Bip001 Pelvis/Bip001 Spine/yishoukuilei_ride,,(1.096,-0.285,0),(89.97,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.1,(0,2.1,-0.4)
11,2,3,0,Bip001/Bip001 Pelvis/Bip001 Spine/yishoukuilei_ride,,(0.951,-0.3,0),(89.99,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.1,(0,2.16,-0.3)
12,3,3,0,Bip001/Bip001 Pelvis/Bip001 Spine/yishoukuilei_ride,,(0.947,-0.214,-0.01),(90,-89.99,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.1,(0,2.1,-0.4)
13,1,4,0,yupei_Bone001,,(-2.2,-0.024,-0.00665),(6,-90,0),(1,1,1),(0,1.2,0),(0,0,0),(1,1,1),2,3.1,(0,1.9,0.23)
14,2,4,0,yupei_Bone001,,(-2.277,-0.002,-0.0),(6,-90,0),(1,1,1),(0,1.2,0),(0,0,0),(1,1,1),2,3.1,(0,1.7,0.13)
15,3,4,0,yupei_Bone001,,(-2.358,-0.046,-0.099),(6,-90,0),(1,1,1),(0,1.2,0),(0,0,0),(1,1,1),2,3.1,(0,1.9,0.23)
16,1,5,0,Bip001/Bip001 Pelvis/Bip001 Spine/jialouluo_ride,,(0.925,0.087,0),(79.5,90,180),(1,1,1),(0,1.1,0),(0,0,0),(1,1,1),1,3.1,(0,1.7,-0.3)
