id,equip_id,stone_id,stone_number,locked_state,percent,object_id,number,bind,object_2,number_2,bind_2
1,145161301,193402003,0,1,0,182353001,0,1,193403001,0,1
2,145152101,193402003,0,1,0,182353001,0,1,193403001,0,1
3,145152201,193402003,0,1,0,182353001,0,1,193403001,0,1
4,145161101,193402003,0,1,0,182353001,0,1,193403001,0,1
5,145152301,193402003,0,1,0,182353001,0,1,193403001,0,1
6,145161201,193402003,0,1,0,182353001,0,1,193403001,0,1
7,145161210,193402003,0,1,0,182353001,0,1,193403001,0,1
8,145161310,193402003,0,1,0,182353001,0,1,193403001,0,1
9,145162310,193402003,0,1,0,182353001,0,1,193403001,0,1
10,145158110,193402003,0,1,0,182353001,0,1,193403001,0,1
11,145157110,193402003,0,1,0,182353001,0,1,193403001,0,1
12,145159110,193402003,0,1,0,182353001,0,1,193403001,0,1
13,145157310,193402003,0,1,0,182353001,0,1,193403001,0,1
14,145153210,193402003,0,1,0,182353001,0,1,193403001,0,1
15,145156110,193402003,0,1,0,182353001,0,1,193403001,0,1
16,145159310,193402003,0,1,0,182353001,0,1,193403001,0,1
17,145156210,193402003,0,1,0,182353001,0,1,193403001,0,1
18,145160110,193402003,0,1,0,182353001,0,1,193403001,0,1
19,145154210,193402003,0,1,0,182353001,0,1,193403001,0,1
20,145154310,193402003,0,1,0,182353001,0,1,193403001,0,1
21,145151110,193402003,0,1,0,182353001,0,1,193403001,0,1
22,145162210,193402003,0,1,0,182353001,0,1,193403001,0,1
23,145154110,193402003,0,1,0,182353001,0,1,193403001,0,1
24,145162110,193402003,0,1,0,182353001,0,1,193403001,0,1
25,145155110,193402003,0,1,0,182353001,0,1,193403001,0,1
26,145153110,193402003,0,1,0,182353001,0,1,193403001,0,1
27,145152110,193402003,0,1,0,182353001,0,1,193403001,0,1
28,145158210,193402003,0,1,0,182353001,0,1,193403001,0,1
29,145158310,193402003,0,1,0,182353001,0,1,193403001,0,1
30,145155310,193402003,0,1,0,182353001,0,1,193403001,0,1
31,145155210,193402003,0,1,0,182353001,0,1,193403001,0,1
32,145157210,193402003,0,1,0,182353001,0,1,193403001,0,1
33,145153310,193402003,0,1,0,182353001,0,1,193403001,0,1
34,145152310,193402003,0,1,0,182353001,0,1,193403001,0,1
35,145160310,193402003,0,1,0,182353001,0,1,193403001,0,1
36,145160210,193402003,0,1,0,182353001,0,1,193403001,0,1
37,145152210,193402003,0,1,0,182353001,0,1,193403001,0,1
38,145151210,193402003,0,1,0,182353001,0,1,193403001,0,1
39,145156310,193402003,0,1,0,182353001,0,1,193403001,0,1
40,145151310,193402003,0,1,0,182353001,0,1,193403001,0,1
41,145159210,193402003,0,1,0,182353001,0,1,193403001,0,1
42,145161110,193402003,0,1,0,182353001,0,1,193403001,0,1
43,145152320,193402003,0,1,0,182353001,0,1,193403001,0,1
44,142162220,195402001,1,1,100,182353001,1,1,192403002,1,1
45,145157320,193402003,0,1,0,182353001,0,1,193403001,0,1
46,142160120,195402001,1,1,100,182353001,1,1,192403002,1,1
47,142161220,195402001,2,1,100,182353001,1,1,192403002,2,1
48,144154220,193402003,0,1,0,182353001,0,1,193403001,0,1
49,142162320,195402001,1,1,100,182353001,1,1,192403002,1,1
50,142158120,195402001,1,1,100,182353001,1,1,192403002,1,1
51,142158320,195402001,1,1,100,182353001,1,1,192403002,1,1
52,142153320,195402001,1,1,100,182353001,1,1,192403002,1,1
53,145156120,193402003,0,1,0,182353001,0,1,193403001,0,1
54,143158220,195402001,1,1,10,182353001,1,1,193403001,1,1
55,144156320,193402003,0,1,0,182353001,0,1,193403001,0,1
56,143159220,195402001,1,1,10,182353001,1,1,193403001,1,1
57,142162120,195402001,1,1,100,182353001,1,1,192403002,1,1
58,143156320,195402001,1,1,10,182353001,1,1,193403001,1,1
59,145159320,193402003,0,1,0,182353001,0,1,193403001,0,1
60,145156220,193402003,0,1,0,182353001,0,1,193403001,0,1
61,143157220,195402001,1,1,10,182353001,1,1,193403001,1,1
62,144157120,193402003,0,1,0,182353001,0,1,193403001,0,1
63,143152120,195402001,2,1,10,182353001,1,1,193403001,2,1
64,145161320,193402003,0,1,0,182353001,0,1,193403001,0,1
65,144153320,193402003,0,1,0,182353001,0,1,193403001,0,1
66,145154320,193402003,0,1,0,182353001,0,1,193403001,0,1
67,143152220,195402001,2,1,10,182353001,1,1,193403001,2,1
68,143158120,195402001,1,1,10,182353001,1,1,193403001,1,1
69,145160120,193402003,0,1,0,182353001,0,1,193403001,0,1
70,143161220,195402001,2,1,10,182353001,1,1,193403001,2,1
71,143162320,195402001,1,1,10,182353001,1,1,193403001,1,1
72,143155320,195402001,1,1,10,182353001,1,1,193403001,1,1
73,144161220,192402004,0,1,0,182353001,0,1,193403001,0,1
74,143153320,195402001,1,1,10,182353001,1,1,193403001,1,1
75,142154220,195402001,1,1,100,182353001,1,1,192403002,1,1
76,145154220,192402004,0,1,0,182353001,0,1,193403001,0,1
77,142156320,195402001,1,1,100,182353001,1,1,192403002,1,1
78,142159320,195402001,1,1,100,182353001,1,1,192403002,1,1
79,142159120,195402001,1,1,100,182353001,1,1,192403002,1,1
80,143160320,195402001,1,1,10,182353001,1,1,193403001,1,1
81,145159120,192402004,0,1,0,182353001,0,1,193403001,0,1
82,142156220,195402001,1,1,100,182353001,1,1,192403002,1,1
83,142157220,195402001,1,1,100,182353001,1,1,192403002,1,1
84,142151120,195402001,1,1,100,182353001,1,1,192403002,1,1
85,144152120,192402004,0,1,0,182353001,0,1,193403001,0,1
86,144161320,192402004,0,1,0,182353001,0,1,193403001,0,1
87,145153220,192402004,0,1,0,182353001,0,1,193403001,0,1
88,142153120,195402001,1,1,100,182353001,1,1,192403002,1,1
89,143154220,195402001,1,1,10,182353001,1,1,193403001,1,1
90,143159320,195402001,1,1,10,182353001,1,1,193403001,1,1
91,145158220,192402004,0,1,0,182353001,0,1,193403001,0,1
92,142151220,195402001,1,1,100,182353001,1,1,192403002,1,1
93,144152220,192402004,0,1,0,182353001,0,1,193403001,0,1
94,144160320,192402004,0,1,0,182353001,0,1,193403001,0,1
95,142151320,195402001,1,1,100,182353001,1,1,192403002,1,1
96,143156220,195402001,1,1,10,182353001,1,1,193403001,1,1
97,144153120,192402004,0,1,0,182353001,0,1,193403001,0,1
98,142154120,195402001,1,1,100,182353001,1,1,192403002,1,1
99,142159220,195402001,1,1,100,182353001,1,1,192403002,1,1
100,145152120,192402004,0,1,0,182353001,0,1,193403001,0,1
101,143151220,195402001,1,1,10,182353001,1,1,193403001,1,1
102,143155220,195402001,1,1,10,182353001,1,1,193403001,1,1
103,145158320,192402004,0,1,0,182353001,0,1,193403001,0,1
104,144153220,192402004,0,1,0,182353001,0,1,193403001,0,1
105,145151120,192402004,0,1,0,182353001,0,1,193403001,0,1
106,142161320,195402001,2,1,100,182353001,1,1,192403002,2,1
107,143152320,195402001,2,1,10,182353001,1,1,193403001,2,1
108,145155320,192402004,0,1,0,182353001,0,1,193403001,0,1
109,143155120,195402001,1,1,10,182353001,1,1,193403001,1,1
110,145154120,193402003,0,1,0,182353001,0,1,193403001,0,1
111,145156320,193402003,0,1,0,182353001,0,1,193403001,0,1
112,145153320,193402003,0,1,0,182353001,0,1,193403001,0,1
113,144160220,193402003,0,1,0,182353001,0,1,193403001,0,1
114,144155320,193402003,0,1,0,182353001,0,1,193403001,0,1
115,145152220,193402003,0,1,0,182353001,0,1,193403001,0,1
116,142157320,195402001,1,1,100,182353001,1,1,192403002,1,1
117,145160320,193402003,0,1,0,182353001,0,1,193403001,0,1
118,144152320,193402003,0,1,0,182353001,0,1,193403001,0,1
119,145151220,193402003,0,1,0,182353001,0,1,193403001,0,1
120,142160320,195402001,1,1,100,182353001,1,1,192403002,1,1
121,143154120,195402001,1,1,10,182353001,1,1,193403001,1,1
122,143151320,195402001,1,1,10,182353001,1,1,193403001,1,1
123,142161120,195402001,2,1,100,182353001,1,1,192403002,2,1
124,144154120,193402003,0,1,0,182353001,0,1,193403001,0,1
125,143158320,195402001,1,1,10,182353001,1,1,193403001,1,1
126,144151320,193402003,0,1,0,182353001,0,1,193403001,0,1
127,142155220,195402001,1,1,100,182353001,1,1,192403002,1,1
128,143153220,195402001,1,1,10,182353001,1,1,193403001,1,1
129,144161120,193402003,0,1,0,182353001,0,1,193403001,0,1
130,144151120,193402003,0,1,0,182353001,0,1,193403001,0,1
131,142152320,195402001,2,1,100,182353001,1,1,192403002,2,1
132,144158320,193402003,0,1,0,182353001,0,1,193403001,0,1
133,144158220,193402003,0,1,0,182353001,0,1,193403001,0,1
134,142155120,195402001,1,1,100,182353001,1,1,192403002,1,1
135,145162220,193402003,0,1,0,182353001,0,1,193403001,0,1
136,145155120,193402003,0,1,0,182353001,0,1,193403001,0,1
137,144159320,193402003,0,1,0,182353001,0,1,193403001,0,1
138,143160220,195402001,1,1,10,182353001,1,1,193403001,1,1
139,142152220,195402001,2,1,100,182353001,1,1,192403002,2,1
140,143157320,195402001,1,1,10,182353001,1,1,193403001,1,1
141,142155320,195402001,1,1,100,182353001,1,1,192403002,1,1
142,144151220,193402003,0,1,0,182353001,0,1,193403001,0,1
143,144162320,193402003,0,1,0,182353001,0,1,193403001,0,1
144,144158120,193402003,0,1,0,182353001,0,1,193403001,0,1
145,142156120,195402001,1,1,100,182353001,1,1,192403002,1,1
146,143156120,195402001,1,1,10,182353001,1,1,193403001,1,1
147,145159220,193402003,0,1,0,182353001,0,1,193403001,0,1
148,145151320,193402003,0,1,0,182353001,0,1,193403001,0,1
149,143151120,195402001,1,1,10,182353001,1,1,193403001,1,1
150,144162120,193402003,0,1,0,182353001,0,1,193403001,0,1
151,144159220,193402003,0,1,0,182353001,0,1,193403001,0,1
152,145155220,193402003,0,1,0,182353001,0,1,193403001,0,1
153,142153220,195402001,1,1,100,182353001,1,1,192403002,1,1
154,145161120,193402003,0,1,0,182353001,0,1,193403001,0,1
155,145153120,193402003,0,1,0,182353001,0,1,193403001,0,1
156,142158220,195402001,1,1,100,182353001,1,1,192403002,1,1
157,142157120,195402001,1,1,100,182353001,1,1,192403002,1,1
158,143159120,195402001,1,1,10,182353001,1,1,193403001,1,1
159,144162220,193402003,0,1,0,182353001,0,1,193403001,0,1
160,144155120,193402003,0,1,0,182353001,0,1,193403001,0,1
161,143161320,195402001,2,1,10,182353001,1,1,193403001,2,1
162,142154320,195402001,1,1,100,182353001,1,1,192403002,1,1
163,143162220,195402001,1,1,10,182353001,1,1,193403001,1,1
164,144157320,193402003,0,1,0,182353001,0,1,193403001,0,1
165,143160120,195402001,1,1,10,182353001,1,1,193403001,1,1
166,143154320,195402001,1,1,10,182353001,1,1,193403001,1,1
167,145161220,193402003,0,1,0,182353001,0,1,193403001,0,1
168,144154320,193402003,0,1,0,182353001,0,1,193403001,0,1
169,145162320,193402003,0,1,0,182353001,0,1,193403001,0,1
170,145158120,193402003,0,1,0,182353001,0,1,193403001,0,1
171,144156120,193402003,0,1,0,182353001,0,1,193403001,0,1
172,145160220,193402003,0,1,0,182353001,0,1,193403001,0,1
173,144155220,193402003,0,1,0,182353001,0,1,193403001,0,1
174,145157220,193402003,0,1,0,182353001,0,1,193403001,0,1
175,145162120,193402003,0,1,0,182353001,0,1,193403001,0,1
176,144160120,193402003,0,1,0,182353001,0,1,193403001,0,1
177,143162120,195402001,1,1,10,182353001,1,1,193403001,1,1
178,143153120,195402001,1,1,10,182353001,1,1,193403001,1,1
179,142152120,195402001,2,1,100,182353001,1,1,192403002,2,1
180,143161120,195402001,2,1,10,182353001,1,1,193403001,2,1
181,142160220,195402001,1,1,100,182353001,1,1,192403002,1,1
182,143157120,195402001,1,1,10,182353001,1,1,193403001,1,1
183,144157220,193402003,0,1,0,182353001,0,1,193403001,0,1
184,144159120,193402003,0,1,0,182353001,0,1,193403001,0,1
185,144156220,193402003,0,1,0,182353001,0,1,193403001,0,1
186,145157120,193402003,0,1,0,182353001,0,1,193403001,0,1
187,142162230,195402001,3,1,500,182353001,1,1,192403002,1,1
188,145157330,193402003,0,1,0,182353001,0,1,193403001,0,1
189,142160130,195402001,3,1,500,182353001,1,1,192403002,1,1
190,142161230,195402001,6,1,500,182353001,1,1,192403002,2,1
191,144154230,193402003,0,1,0,182353001,0,1,193403001,0,1
192,142161330,195402001,6,1,500,182353001,1,1,192403002,2,1
193,142162330,195402001,3,1,500,182353001,1,1,192403002,1,1
194,142158130,195402001,3,1,500,182353001,1,1,192403002,1,1
195,142158330,195402001,3,1,500,182353001,1,1,192403002,1,1
196,142153330,195402001,3,1,500,182353001,1,1,192403002,1,1
197,145156130,193402003,0,1,0,182353001,0,1,193403001,0,1
198,143158230,195402001,3,1,10,182353001,1,1,193403001,1,1
199,145159230,193402003,0,1,0,182353001,0,1,193403001,0,1
200,144156330,193402003,0,1,0,182353001,0,1,193403001,0,1
201,145151330,193402003,0,1,0,182353001,0,1,193403001,0,1
202,144160130,193402003,0,1,0,182353001,0,1,193403001,0,1
203,144155130,193402003,0,1,0,182353001,0,1,193403001,0,1
204,145159330,193402003,0,1,0,182353001,0,1,193403001,0,1
205,144159130,193402003,0,1,0,182353001,0,1,193403001,0,1
206,144152330,193402003,0,1,0,182353001,0,1,193403001,0,1
207,142151130,195402001,3,1,500,182353001,1,1,192403002,1,1
208,145156230,193402003,0,1,0,182353001,0,1,193403001,0,1
209,143157230,195402001,3,1,10,182353001,1,1,193403001,1,1
210,143159130,195402001,3,1,10,182353001,1,1,193403001,1,1
211,144157130,193402003,0,1,0,182353001,0,1,193403001,0,1
212,143152130,195402001,6,1,10,182353001,1,1,193403001,2,1
213,143157130,195402001,3,1,10,182353001,1,1,193403001,1,1
214,145161330,193402003,0,1,0,182353001,0,1,193403001,0,1
215,143158130,195402001,3,1,10,182353001,1,1,193403001,1,1
216,143152230,195402001,6,1,10,182353001,1,1,193403001,2,1
217,145160130,192402004,0,1,0,182353001,0,1,193403001,0,1
218,143161230,195402001,6,1,10,182353001,1,1,193403001,2,1
219,143162330,195402001,3,1,10,182353001,1,1,193403001,1,1
220,144161230,192402004,0,1,0,182353001,0,1,193403001,0,1
221,143153330,195402001,3,1,10,182353001,1,1,193403001,1,1
222,145154230,192402004,0,1,0,182353001,0,1,193403001,0,1
223,142156330,195402001,3,1,500,182353001,1,1,192403002,1,1
224,142159330,195402001,3,1,500,182353001,1,1,192403002,1,1
225,142159130,195402001,3,1,500,182353001,1,1,192403002,1,1
226,143160330,195402001,3,1,10,182353001,1,1,193403001,1,1
227,145159130,192402004,0,1,0,182353001,0,1,193403001,0,1
228,145152230,192402004,0,1,0,182353001,0,1,193403001,0,1
229,142156230,195402001,3,1,500,182353001,1,1,192403002,1,1
230,144153330,192402004,0,1,0,182353001,0,1,193403001,0,1
231,142157230,195402001,3,1,500,182353001,1,1,192403002,1,1
232,143159230,195402001,3,1,10,182353001,1,1,193403001,1,1
233,143154330,195402001,3,1,10,182353001,1,1,193403001,1,1
234,145153230,192402004,0,1,0,182353001,0,1,193403001,0,1
235,142154230,195402001,3,1,500,182353001,1,1,192403002,1,1
236,142162130,195402001,3,1,500,182353001,1,1,192403002,1,1
237,143154230,195402001,3,1,10,182353001,1,1,193403001,1,1
238,143159330,195402001,3,1,10,182353001,1,1,193403001,1,1
239,142151230,195402001,3,1,500,182353001,1,1,192403002,1,1
240,144152230,192402004,0,1,0,182353001,0,1,193403001,0,1
241,143153130,195402001,3,1,10,182353001,1,1,193403001,1,1
242,144160330,192402004,0,1,0,182353001,0,1,193403001,0,1
243,142151330,195402001,3,1,500,182353001,1,1,192403002,1,1
244,143156230,195402001,3,1,10,182353001,1,1,193403001,1,1
245,145157230,192402004,0,1,0,182353001,0,1,193403001,0,1
246,144153130,192402004,0,1,0,182353001,0,1,193403001,0,1
247,142154130,195402001,3,1,500,182353001,1,1,192403002,1,1
248,142159230,195402001,3,1,500,182353001,1,1,192403002,1,1
249,143155230,195402001,3,1,10,182353001,1,1,193403001,1,1
250,145158330,192402004,0,1,0,182353001,0,1,193403001,0,1
251,144153230,192402004,0,1,0,182353001,0,1,193403001,0,1
252,145158230,192402004,0,1,0,182353001,0,1,193403001,0,1
253,145151130,193402003,0,1,0,182353001,0,1,193403001,0,1
254,143152330,195402001,6,1,10,182353001,1,1,193403001,2,1
255,145155330,193402003,0,1,0,182353001,0,1,193403001,0,1
256,143155130,195402001,3,1,10,182353001,1,1,193403001,1,1
257,145154130,193402003,0,1,0,182353001,0,1,193403001,0,1
258,145153330,193402003,0,1,0,182353001,0,1,193403001,0,1
259,144155230,193402003,0,1,0,182353001,0,1,193403001,0,1
260,144160230,193402003,0,1,0,182353001,0,1,193403001,0,1
261,145154330,193402003,0,1,0,182353001,0,1,193403001,0,1
262,142157330,195402001,3,1,500,182353001,1,1,192403002,1,1
263,145160330,193402003,0,1,0,182353001,0,1,193403001,0,1
264,145151230,193402003,0,1,0,182353001,0,1,193403001,0,1
265,142160330,195402001,3,1,500,182353001,1,1,192403002,1,1
266,143154130,195402001,3,1,10,182353001,1,1,193403001,1,1
267,144154130,193402003,0,1,0,182353001,0,1,193403001,0,1
268,144151330,193402003,0,1,0,182353001,0,1,193403001,0,1
269,142156130,195402001,3,1,500,182353001,1,1,192403002,1,1
270,143151330,195402001,3,1,10,182353001,1,1,193403001,1,1
271,143151230,195402001,3,1,10,182353001,1,1,193403001,1,1
272,142155230,195402001,3,1,500,182353001,1,1,192403002,1,1
273,143153230,195402001,3,1,10,182353001,1,1,193403001,1,1
